,Unnamed: 0,GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
1312,20964,2018-10-12,11800069,Final,1610612753,1610612759,2018,1610612753,81.0,0.371,0.588,0.192,24.0,52.0,1610612759,100.0,0.41,0.774,0.32,24.0,54.0,0
1313,20965,2018-10-12,11800071,Final,1610612742,1610612766,2018,1610612742,118.0,0.457,0.762,0.324,21.0,42.0,1610612766,123.0,0.519,0.815,0.5760000000000001,29.0,35.0,0
1314,20966,2018-10-12,11800075,Final,1610612739,1610612765,2018,1610612739,110.0,0.471,0.75,0.25,18.0,49.0,1610612765,129.0,0.511,0.75,0.467,31.0,40.0,0
1315,20967,2018-10-12,11800072,Final,1610612752,1610612751,2018,1610612752,107.0,0.452,0.815,0.429,22.0,34.0,1610612751,113.0,0.506,0.75,0.405,25.0,43.0,0
1316,20968,2018-10-12,11800073,Final,1610612748,1610612737,2018,1610612748,119.0,0.494,0.6829999999999999,0.226,22.0,48.0,1610612737,113.0,0.452,0.941,0.325,23.0,48.0,1
1317,20969,2018-10-12,11800074,Final,1610612741,1610612743,2018,1610612741,93.0,0.422,0.727,0.273,20.0,50.0,1610612743,98.0,0.422,0.667,0.303,23.0,50.0,0
1318,20970,2018-10-12,11800076,Final,1610612763,1610612745,2018,1610612763,103.0,0.514,0.826,0.462,20.0,37.0,1610612745,121.0,0.43,0.8440000000000001,0.426,22.0,45.0,0
1319,20971,2018-10-12,11800077,Final,1610612749,1610612750,2018,1610612749,143.0,0.527,0.69,0.521,34.0,57.0,1610612750,121.0,0.396,0.8540000000000001,0.303,20.0,44.0,1
1320,20972,2018-10-12,11800078,Final,1610612757,1610612758,2018,1610612757,118.0,0.4479999999999999,0.828,0.421,28.0,48.0,1610612758,115.0,0.422,0.879,0.417,22.0,37.0,1
1321,20973,2018-10-12,11800079,Final,1610612744,1610612747,2018,1610612744,105.0,0.3979999999999999,0.735,0.313,25.0,40.0,1610612747,119.0,0.5329999999999999,0.732,0.529,29.0,50.0,0
1322,20974,2018-10-11,11800066,Final,1610612740,1610612761,2018,1610612740,119.0,0.469,0.667,0.3,31.0,51.0,1610612761,134.0,0.53,0.7,0.4379999999999999,27.0,40.0,0
1323,20975,2018-10-11,11800068,Final,1610612758,1610612762,2018,1610612758,93.0,0.344,0.703,0.1669999999999999,19.0,34.0,1610612762,132.0,0.6,0.8420000000000001,0.467,32.0,51.0,0
1324,20976,2018-10-10,11800058,Final,1610612765,1610612764,2018,1610612765,97.0,0.356,0.7929999999999999,0.267,18.0,48.0,1610612764,102.0,0.47,0.737,0.313,23.0,43.0,0
1325,20977,2018-10-10,11800059,Final,1610612753,1610612763,2018,1610612753,102.0,0.45,0.5,0.3329999999999999,26.0,54.0,1610612763,86.0,0.413,0.773,0.2689999999999999,18.0,38.0,1
1326,20978,2018-10-10,11800060,Final,1610612761,1610612751,2018,1610612761,118.0,0.455,0.846,0.4320000000000001,25.0,44.0,1610612751,91.0,0.402,0.792,0.231,21.0,44.0,1
1327,20979,2018-10-10,11800061,Final,1610612737,1610612759,2018,1610612737,130.0,0.583,0.72,0.412,25.0,38.0,1610612759,127.0,0.552,0.826,0.387,33.0,34.0,1
1328,20980,2018-10-10,11800062,Final,1610612748,1610612740,2018,1610612748,140.0,0.472,0.813,0.3329999999999999,23.0,45.0,1610612740,128.0,0.564,0.727,0.485,26.0,35.0,1
1329,20981,2018-10-10,11800063,Final,1610612741,1610612754,2018,1610612741,104.0,0.4,0.75,0.433,20.0,51.0,1610612754,89.0,0.392,0.625,0.348,19.0,54.0,1
1330,20982,2018-10-10,11800064,Final,1610612757,1610612756,2018,1610612757,116.0,0.478,0.7140000000000001,0.469,25.0,47.0,1610612756,83.0,0.386,0.611,0.258,18.0,42.0,1
1331,20983,2018-10-10,11800065,Final,1610612747,1610612744,2018,1610612747,123.0,0.433,0.826,0.304,28.0,45.0,1610612744,113.0,0.4379999999999999,0.556,0.391,23.0,56.0,1
1332,20984,2018-10-09,11800056,Final,1610612760,1610612749,2018,1610612760,119.0,0.387,0.6859999999999999,0.361,21.0,57.0,1610612749,115.0,0.426,0.733,0.406,24.0,48.0,1
1333,20985,2018-10-09,11800057,Final,1610612746,1610612743,2018,1610612746,109.0,0.4320000000000001,0.68,0.345,24.0,56.0,1610612743,103.0,0.411,0.741,0.321,24.0,50.0,1
